u_mag,g_mag,r_mag,i_mag,zed_mag,Spec z
26.6176,25.2817,23.0833,22.4484,21.9918,0.4757
24.4662,24.5588,23.7025,23.2439,23.0745,0.6304
25.0321,25.0223,24.7254,24.7553,24.39,1.6599
26.882,26.2074,25.2353,25.226,25.1719,3.0538
26.179,26.0549,24.937,24.6697,24.3199,0.4569
24.7253,24.4692,23.6926,23.1654,22.4148,1.3654
24.3727,24.4142,23.8499,23.4853,22.9962,1.1384
25.1657,25.0888,24.2493,23.633,23.4337,0.7351
25.8226,25.7394,25.1648,24.8724,24.6489,1.4627
24.162,24.0824,22.9939,22.7675,22.5125,0.4884
25.7785,25.5798,24.4916,24.3946,24.1447,0.4073
26.0352,26.165,25.5358,25.0744,25.0309,0.7115
25.451,25.495,24.5958,24.0853,23.2088,1.1341
25.9809,25.6759,25.2076,25.0691,24.9121,2.2612
25.5501,25.3753,24.9849,24.6313,24.4861,0.5792
24.3412,24.5008,23.7994,23.313,22.5356,1.1375
25.3996,24.8998,23.1547,22.6158,22.1729,0.4728
26.4725,26.054,24.1982,23.1293,22.5659,0.7946
25.149,25.2584,25.1791,25.0406,25.09,1.6264
25.7048,25.6814,24.9888,24.5489,24.7729,0.6072
25.7449,25.6217,24.6452,24.4473,24.4194,0.45
25.7314,25.8309,25.3436,24.9035,24.5464,0.7691
23.9471,23.9901,23.2194,22.801,22.6245,0.6974
25.2171,24.9615,24.4488,24.155,23.9257,1.7763
26.0453,26.0278,24.748,24.517,24.0903,0.367
25.9628,25.8032,24.7788,24.311,24.2779,0.5296
24.3927,24.4321,23.8141,23.5121,22.83,1.3863
25.5123,25.2794,23.8376,23.3513,23.0061,0.4818
24.7948,24.9175,24.4991,24.1817,23.6246,1.1813
25.2925,25.3332,24.2662,23.856,23.6806,0.5553
24.6831,24.5623,24.1759,23.8505,23.5669,1.6521
25.5222,25.2714,24.3669,23.741,23.027,1.4747
24.4838,24.4425,24.0612,23.9591,23.3621,1.3931
25.2506,25.3202,24.4826,23.9855,23.6971,0.6825
25.8211,25.8294,24.878,24.6913,24.4084,0.3742
24.891,24.8649,23.7712,23.5041,23.3439,0.5036
24.8068,24.755,24.2018,23.7472,23.362,1.6822
25.7033,25.2435,24.5373,24.1571,23.655,2.0316
25.912,25.7798,24.7133,24.4131,24.2495,0.5154
24.0167,23.9716,23.6059,23.4987,23.3198,1.7741
24.8802,24.889,24.4416,24.1556,23.7137,1.1355
25.3492,25.3581,24.4826,24.4546,24.2327,0.3141
24.8361,24.8179,23.514,23.2306,22.9742,0.442
25.8033,25.9678,25.5794,25.3918,25.0699,1.5244
25.4895,25.486,24.8701,24.5593,24.0079,1.1503
26.0084,26.2954,25.7297,25.3846,25.5268,1.194
25.8033,25.7768,24.563,24.333,24.2382,0.3926
24.964,24.58,23.6069,23.3557,23.2082,0.1915
25.6297,25.5601,24.3871,24.108,23.8428,0.4385
25.42,25.5745,25.2403,24.6508,24.2577,0.9361
26.6945,26.5263,25.1257,24.0966,23.0658,1.4124
25.4384,25.6543,25.1693,24.7801,24.3329,1.1075
25.0522,25.1104,24.1246,23.5572,22.6742,1.2671
25.841,25.8677,25.491,25.0225,24.4798,1.0133
25.3354,25.3379,24.3816,24.1311,23.7904,0.3324
25.505,25.4026,24.9814,24.5403,23.946,1.5825
23.9315,23.893,22.8099,22.3653,22.0742,0.6081
26.1189,26.5669,25.7924,25.2623,26.2223,0.5662
25.5339,25.4256,24.1136,23.8064,23.4525,0.4335
24.1356,23.9009,22.4368,22.1148,21.7126,0.3402
26.5935,26.0145,24.767,24.7027,24.5696,2.8989
25.8038,25.7191,24.3222,23.7211,23.4131,0.6439
24.8941,24.9517,24.6463,24.5235,24.0124,1.4088
25.1287,25.2401,24.8288,24.7892,24.1926,1.3373
26.4007,26.4131,25.1902,25.0162,24.9032,0.4115
27.4496,28.0764,26.5379,26.3511,25.0789,1.385
24.1203,24.1526,23.7949,23.5937,23.3263,1.5185
25.4706,25.125,24.509,23.9755,23.3168,1.4469
26.976,26.7692,26.2303,25.7357,24.9027,2.2569
25.5723,25.359,24.3773,23.6053,23.1429,0.8367
26.1262,25.8876,25.3308,25.3115,25.3645,2.9377
25.376,25.2825,24.16,23.6634,23.3316,0.5963
26.3364,25.4475,24.4502,24.2859,23.915,2.8713
25.3708,25.1883,24.8672,24.6778,24.9876,2.5557
25.8785,25.8146,25.2978,24.6098,24.1517,1.1108
24.3401,24.3585,23.8532,23.6035,23.0343,1.4076
24.8262,24.9541,24.4861,24.0766,23.9214,0.7991
25.6123,25.1987,24.01,23.3238,22.8601,0.7957
25.0081,25.1144,24.7808,24.4596,23.9779,1.2275
24.7378,24.6095,24.1985,23.8808,23.4773,1.8027
26.6378,26.5055,25.9782,25.0444,24.5562,1.5224
24.2931,24.2901,23.9709,23.8046,23.4239,1.4886
26.558,26.4316,25.344,25.1157,24.4185,2.3181
24.7668,24.6267,24.2221,24.0035,23.7117,1.9341
25.7463,25.7191,25.437,25.1467,24.9598,1.5542
26.1285,26.1298,25.7445,24.9247,24.7612,0.8174
22.8953,22.6868,21.3604,21.0699,20.6924,0.3188
26.2006,26.5375,25.6161,24.591,24.2691,0.7574
24.7656,24.8712,24.5208,24.5657,24.4948,1.7973
24.8476,25.1497,25.0297,24.8671,24.8699,1.6625
24.7998,24.7756,24.2149,23.9757,23.4355,1.4222
26.3424,26.4,25.8443,25.6228,24.8425,1.2213
24.4209,24.4587,23.4644,23.2017,23.039,0.5508
25.2877,25.3035,25.0672,24.6975,24.8018,1.5869
25.629,25.9248,25.1068,24.776,24.9739,0.6683
24.346,24.4599,24.1766,23.7808,23.3591,1.0905
25.8886,25.9544,25.411,24.8491,24.6053,0.7795
25.7613,25.781,25.0402,24.9086,24.7602,0.6441
25.525,25.6841,24.6959,24.5794,24.3532,0.4976
25.1034,25.1142,24.4189,24.0237,23.4153,1.3281
25.8337,25.9529,24.8152,23.824,23.379,0.8004
26.1392,26.2123,25.1974,24.8399,24.5496,0.5253
26.1183,25.9771,25.1503,24.3384,23.6541,1.5105
25.7611,25.6353,25.4203,25.1837,25.008,1.1105
27.108,26.8298,25.3891,25.2037,25.0842,3.2321
25.1198,25.2432,24.8243,24.49,24.1642,0.8035
25.6362,25.3624,24.1497,23.8712,23.787,0.423
25.302,25.2197,24.5471,23.7961,23.2843,0.9547
26.2293,25.8995,25.1057,24.2667,23.835,0.856
25.7858,25.901,24.9929,24.7516,24.7468,0.4668
27.4756,27.5622,25.9827,24.7743,23.9574,1.4286
24.6938,24.8143,23.8573,23.2482,22.3226,1.1177
26.5437,25.7098,24.9334,24.6938,24.2607,2.1679
25.6053,25.9589,25.2622,24.6557,24.2561,0.9746
24.8313,24.6093,23.7444,23.523,23.3755,0.2036
24.7817,24.8143,24.4961,23.9886,23.5876,1.0358
25.1466,25.2895,24.9468,24.6616,23.9504,1.2511
25.8397,25.8493,25.3342,24.6015,24.6801,0.6944
24.263,24.3243,23.9488,23.6444,23.2057,1.2243
25.5441,25.3363,24.8486,24.3783,23.7686,1.412
25.0063,25.0201,24.2603,24.2711,24.1034,0.4885
24.8034,24.7387,24.4529,24.3622,24.1699,2.0383
25.6295,25.6606,25.2318,24.4885,24.1441,0.826
24.6949,24.7205,24.0197,23.2281,22.7738,0.9533
25.8066,25.1313,23.3651,22.7086,22.213,0.5287
24.0817,24.1275,23.4828,22.8051,22.4129,0.8785
26.1635,26.0471,25.7925,25.8101,25.1233,1.8171
25.2466,25.3852,24.6137,24.0251,23.7243,0.9166
25.8733,25.5067,24.9465,24.9004,24.5535,2.2792
25.2044,24.8651,24.0696,23.4789,22.9399,1.5952
27.4786,26.9559,25.8621,25.2635,24.6917,1.8539
25.621,25.3897,24.2907,24.2838,24.0241,0.2226
25.5674,25.7117,24.9885,24.4633,24.0861,0.9886
25.8659,26.2819,25.9685,25.1055,24.7488,0.9368
23.9279,23.8597,22.65,22.4127,22.1351,0.4833
25.3624,25.5246,25.1932,24.8897,24.3666,1.3839
25.1178,25.22,24.8327,24.2316,23.9233,0.8832
23.9795,23.9287,23.4324,23.0644,22.414,1.4146
25.7945,25.8624,25.0184,24.8126,24.805,0.0868
25.2189,25.2045,24.071,23.959,23.7037,0.3897
25.7796,25.288,24.6708,24.4844,24.2163,2.34
25.1052,25.1187,24.6912,24.3439,24.0393,1.4942
24.348,24.3551,24.0863,24.0257,24.0147,1.958
25.8675,25.663,24.4654,24.1751,23.9935,0.4691
23.9217,23.9679,23.5769,23.3016,22.6414,1.2361
24.3897,24.4209,23.3441,23.2197,22.928,0.3658
24.7509,24.6544,23.5017,22.9099,22.616,0.6634
24.5048,24.3448,23.2374,22.5337,22.2204,0.7143
26.4217,26.3324,24.7074,23.6664,22.9489,0.888
25.4588,25.3223,24.8307,24.5594,24.1344,1.133
25.2189,25.1695,24.8133,24.7348,24.6686,1.9598
25.0623,24.9773,24.5523,24.2342,23.7735,1.5068
25.5595,25.5259,24.9004,24.2664,23.8152,1.5527
26.4138,26.3961,24.8987,23.879,22.8245,1.2091
24.5689,24.6911,24.2627,23.9819,23.3494,1.1851
24.9539,24.8335,24.5745,24.626,24.5229,2.2733
24.6658,24.6438,24.0477,23.7363,22.9943,1.2504
24.7761,24.827,23.8477,23.2526,22.5071,1.1374
24.8279,24.6809,23.3185,23.0225,22.649,0.4703
25.9158,25.7346,24.6226,24.5204,24.2,0.3614
24.2424,24.3417,23.6496,22.8598,22.4946,0.8958
24.1864,24.0622,22.8024,22.5416,22.2946,0.4259
26.3615,26.1687,25.4173,24.402,23.5316,1.4734
25.2989,25.3754,24.6117,23.8785,23.3909,0.9332
24.3542,24.4737,23.8458,23.2438,22.9123,0.7776
24.295,24.3115,23.5472,23.1436,23.1097,0.6716
27.0219,26.8646,24.9249,24.0084,22.7767,1.1568
23.8705,23.5524,22.2685,21.976,21.6727,0.2664
24.8049,24.8636,23.811,23.633,23.4451,0.4437
24.9211,24.8561,23.766,23.1654,22.857,0.6151
24.6463,24.2477,22.7617,22.3998,22,0.3182
23.7964,23.7624,22.8362,22.1751,21.813,0.7471
25.6771,25.5583,24.7124,24.3087,24.0928,0.5995
25.6325,25.3572,24.3093,24.1427,24.1295,0.2461
25.0284,24.9158,23.7196,23.4657,23.1453,0.4894
24.8085,24.9059,24.6052,24.5406,23.9997,1.4353
25.4609,25.6311,24.4921,24.4888,24.3587,0.3177
25.1823,25.2062,24.8299,24.364,24.0081,1.0733
25.8172,25.8236,25.6144,25.6711,25.1121,1.561
24.9025,24.6533,24.2425,24.4233,24.3176,2.7694
25.3569,25.456,25.286,25.144,24.7721,1.4838
24.6966,24.6565,23.9958,23.6582,22.917,1.2351
24.6042,24.733,23.9913,23.4157,22.8748,1.0205
26.0577,25.7906,24.7701,24.7094,24.1565,0.3826
24.5403,24.548,24.037,23.6087,23.2626,0.8299
25.5399,25.4115,25.0182,24.7146,24.4288,1.7754
25.1886,24.9988,23.7363,23.4544,23.2058,0.4528
23.7055,23.5795,22.4806,22.3394,22.084,0.2899
24.6614,24.8462,24.591,24.3106,23.9398,1.1571
25.7262,25.8957,25.3624,24.9328,24.5771,0.8382
24.2787,24.3273,23.9909,23.903,23.5592,1.5254
26.1423,25.9533,25.5371,25.5397,25.7889,0.4239
24.5164,24.3929,23.1947,22.7111,22.3796,0.5831
24.4958,24.5926,23.9697,23.4781,22.9403,1.0848
24.2182,24.357,24.0032,23.3388,22.9562,0.98
24.9833,25.1047,24.8604,24.7487,24.5463,1.9445
25.5164,25.5763,24.6893,23.9996,23.6428,0.8292
25.6649,25.6428,24.3621,24.192,24.0304,0.3515
24.578,24.6958,23.9366,23.5151,23.2061,0.7148
25.4695,25.4764,24.3726,24.182,23.9536,0.3034
25.7656,25.9694,25.2685,24.8698,24.5035,0.7854
23.7613,23.8715,23.5548,23.3214,22.8074,1.1834
25.2009,25.1899,24.7167,24.2809,23.9386,1.6255
25.7477,25.5225,25.1951,24.773,24.6821,1.1768
26.0261,25.8936,24.9433,24.5303,24.3303,0.4652
25.674,25.8303,25.5985,25.4133,25.0029,1.0889
25.2654,25.3083,24.2587,23.9839,23.9712,0.4436
25.0466,25.1763,24.4514,24.1458,23.4448,1.2632
24.9547,25.1757,24.5785,24.1727,23.6816,1.07
23.8316,23.9149,23.3319,22.8066,22.5539,0.8224
24.3312,24.3827,23.8357,23.4295,22.7105,1.4058
23.9784,24.0683,23.6719,23.4485,22.7451,1.23
27.0123,26.8872,26.2486,26.0113,25.3219,2.1887
27.1708,26.1316,24.6401,24.5666,24.3605,3.1655
24.6716,24.6827,23.8874,23.9691,23.7046,0.3049
24.3646,24.441,24.1841,24.0956,23.3864,1.307
23.8928,23.9094,23.5873,23.6038,23.2507,1.5084
25.6433,25.6222,24.353,23.993,23.7658,0.4717
26.0058,26.1611,25.6912,25.2792,24.9374,0.8935
25.027,25.208,24.698,24.1488,23.6769,0.9847
25.1741,25.2226,24.2914,23.8255,23.7255,0.5916
24.4772,24.5777,23.9352,23.5457,22.8822,1.1893
25.9543,25.8426,25.2737,24.7759,24.2723,1.2525
24.6479,24.6861,23.8326,23.4669,23.4986,0.5882
25.5482,25.5053,25.0684,24.8575,24.7039,2.4933
24.5078,24.6161,24.0268,23.4429,22.9328,0.9243
25.6109,25.5309,23.9265,22.8542,22.1611,0.8609
25.7185,25.7856,25.3322,24.8387,24.0412,1.1346
24.342,24.252,23.6849,23.3301,22.7367,1.3964
25.4705,25.6588,25.2463,24.5638,24.2841,0.8588
25.7805,25.7882,24.8252,24.6474,24.5896,0.3722
25.1636,25.2035,24.2376,23.9474,23.7456,0.4573
25.1053,25.2694,24.7977,24.1743,23.7574,0.9429
25.2924,25.3968,25.2265,24.754,24.2124,1.0595
25.1655,25.0622,23.8556,23.6312,23.382,0.3799
25.7753,25.9907,25.0223,24.795,24.4827,0.4939
24.3571,24.5465,24.2516,23.9773,23.6755,1.1444
24.1244,23.9318,22.9075,22.7477,22.5764,0.2605
23.5508,23.6844,23.0964,22.687,22.3451,0.7636
25.4603,25.5597,24.8561,24.4853,24.3881,0.7008
24.7894,25.0171,24.3324,24.0668,24.2443,0.5738
25.5461,25.5594,24.4813,23.8129,23.5324,0.7088
26.1644,26.0114,25.4201,25.0382,24.8122,1.5438
24.4694,24.3391,23.2293,22.9511,22.5912,0.4113
23.8928,24.052,23.9357,23.983,23.6829,1.2529
24.6093,24.7841,24.4913,24.4585,23.8972,1.4739
25.1658,25.3971,24.748,24.4509,24.2789,0.7129
24.5189,24.2681,23.8284,23.5878,23.2862,2.0181
25.472,25.183,24.2128,23.9866,23.8323,0.2156
26.0817,25.9309,24.6885,24.4423,24.217,0.448
26.3329,26.1002,25.6739,25.1388,24.525,1.6778
24.2362,24.3038,23.9706,23.8809,23.4193,1.3417
25.9587,26.0884,25.0894,24.8099,24.5397,0.3729
24.7053,24.8184,24.5574,24.5474,24.5691,1.7472
25.3498,25.4469,25.0726,24.6639,23.9912,0.9339
26.2708,26.1754,24.9346,24.4928,24.0465,0.5008
26.657,26.6226,25.6862,25.1308,24.2348,1.3644
24.2452,24.2086,23.3435,22.6784,21.6912,1.2383
25.2696,25.4489,25.0961,24.8929,24.4156,1.166
24.2904,24.3407,23.6666,23.2125,22.4511,1.1677
25.7268,25.9116,24.9382,24.3775,24.1844,0.6867
25.0124,24.8761,23.6033,23.1691,22.9147,0.4382
24.3809,24.3288,23.1047,22.7793,22.5428,0.4661
25.2897,25.3246,24.3686,24.0675,23.9654,0.4614
25.2923,25.2316,24.5777,24.3386,24.2135,0.2304
26.087,26.0088,25.5849,25.4775,25.1541,2.0355
25.3198,25.2447,24.4925,24.1089,23.2116,1.2246
24.2829,24.3093,23.8642,23.6629,23.0388,1.2918
25.9344,26.0892,25.4266,25.0353,24.6762,0.7624
23.7805,23.7634,23.2508,22.9427,22.1795,1.2696
24.4925,24.6333,24.2849,24.1931,23.5912,1.3958
24.4883,24.5508,23.7104,23.2809,23.2874,0.6014
24.5017,24.564,24.2103,23.952,23.3303,1.3671
23.7849,23.7893,22.6562,22.3545,22.15,0.4881
25.1823,25.2619,24.8685,24.5739,24.025,1.4193
24.9467,24.7307,23.5017,23.3062,22.9948,0.3808
24.4694,24.5422,23.7953,23.14,22.7818,0.8066
26.1239,26.1888,25.3431,24.8987,24.0873,1.1984
25.0393,25.3413,24.6485,24.1332,23.7981,0.8775
26.1182,25.6798,25.0199,24.5703,24.0567,1.936
25.0059,24.9574,24.071,23.7929,23.6527,0.5311
25.1203,24.9786,24.5897,24.1244,23.8126,1.6845
25.1181,25.0975,24.7025,24.357,23.951,1.5543
25.1268,25.3319,24.9336,24.6611,24.0363,1.0903
25.0122,25.2004,25.0496,24.5026,24.2226,0.9693
25.2702,25.2123,24.2149,23.7703,23.4926,0.6279
23.9215,24.0545,23.5784,22.9342,22.5876,0.8715
24.8073,24.9675,24.1009,23.8571,23.6673,0.4742
23.9974,24.013,22.918,22.6512,22.4634,0.5134
25.3476,25.0465,23.9613,23.7186,23.5649,0.2724
25.4537,25.4976,24.4333,23.78,23.5497,0.6682
25.3031,25.2589,24.9433,24.7522,24.6753,1.6497
26.0315,26.2281,25.1076,24.1244,23.7074,0.8345
25.5726,25.3444,24.7209,24.2273,23.824,1.7028
24.8926,24.5849,23.8818,23.6936,23.6565,0.2013
25.8448,25.6108,23.899,23.0068,22.4827,0.6349
25.8648,25.8864,25.037,24.5221,24.2198,0.5646
25.8871,25.8824,25.3444,24.5627,24.271,1.7482
24.9589,25.0708,24.6815,24.4167,23.7863,1.1352
23.4325,23.4445,22.6697,21.9598,21.5746,0.8569
25.3441,25.2499,24.6266,24.2347,23.7562,1.6769
25.2662,25.4746,25.0119,24.7038,24.5251,1.4932
25.8435,25.7337,25.3752,25.5695,24.7994,1.3169
24.7686,24.8791,23.9925,23.8093,23.6051,0.4371
23.9881,24.0933,23.4863,23.0962,22.5617,1.1025
24.077,23.9617,22.9196,22.2907,21.9496,0.7335
25.156,24.8749,23.5118,22.6589,22.226,0.696
25.7989,25.9498,25.2072,24.7952,24.4485,1.7183
25.1669,24.9828,23.8149,23.6694,23.3682,0.2983
23.9487,23.7249,22.3568,22.1051,21.6913,0.3445
25.0071,24.7591,24.3841,24.3241,24.2737,2.4235
24.9118,25.0073,24.5451,24.1712,23.6919,1.2626
26.0261,25.9078,24.7865,24.6559,24.4465,0.3898
25.6645,25.5874,25.1663,24.777,24.4351,1.4273
24.4668,24.5066,24.0952,24.0811,23.8816,1.6801
25.3431,25.3225,24.1251,23.8433,23.6394,0.3945
25.6591,25.592,24.8253,24.0513,23.6974,0.788
26.0819,26.2477,25.2011,24.937,24.8835,0.5174
24.6096,24.7816,24.5466,24.3993,23.875,1.3076
25.6768,25.7282,25.0661,24.6947,24.6012,0.6386
24.741,24.8976,24.4854,24.2148,23.8784,1.1332
26.1139,26.3358,25.4138,24.8796,23.9479,1.0918
24.6635,24.8763,24.1825,23.7648,22.9833,1.206
25.3396,25.3664,24.5785,23.8281,23.4453,0.8703
25.7176,25.2892,24.6944,24.7243,24.2681,2.25
26.3614,25.5376,24.5173,24.4374,24.0615,2.4436
24.1483,24.2982,23.8156,23.6377,22.9273,1.2948
25.4627,25.1889,24.5858,24.2971,24.1193,2.021
25.2767,25.4199,25.0605,24.3473,23.9887,0.89
25.6828,25.8701,25.6175,24.9913,24.7184,1.0105
25.5932,25.725,24.6287,24.0804,23.9438,0.6321
25.8075,26.1094,25.0299,24.4212,23.7493,1.1578
25.3788,25.3644,24.9748,24.6651,24.3195,1.1414
24.5382,24.5982,23.7052,23.3298,23.2946,0.672
25.7743,25.4406,24.2863,23.9698,23.8852,0.1008
23.838,23.6451,22.3772,21.8306,21.4668,0.6024
24.7445,24.6912,23.8669,23.3224,23.0543,0.7318
25.4121,25.3354,24.9329,24.6715,24.1958,1.4343
25.8326,25.9005,25.245,24.3921,23.9531,0.893
24.7332,24.8446,24.3896,24.0048,23.4499,1.2489
25.3509,25.2547,25.1626,24.8586,24.4201,1.4169
25.708,25.8013,25.7379,25.1833,25.042,1.4706
27.0174,26.2495,25.4872,25.189,24.7096,2.0004
24.4578,24.0408,23.2754,23.0628,22.8932,0.1192
23.4583,23.463,22.8574,22.5167,21.8318,1.2405
25.4768,25.2504,24.0447,23.2941,22.921,0.717
23.7701,23.6587,22.4549,22.2411,21.9555,0.3172
25.8889,25.7688,24.9637,24.5147,24.2126,0.6699
23.9836,23.9868,23.0206,22.9906,22.7983,0.3018
24.8605,24.9234,24.6786,24.5427,24.0647,1.2262
24.0945,23.8313,22.5312,22.2331,21.8781,0.2994
25.5975,25.7728,24.917,24.0623,23.7384,0.8314
24.9835,24.8103,24.2129,23.8712,23.4804,1.8518
25.7941,25.8291,25.6788,25.4077,24.8068,1.1337
23.5373,23.3249,22.2213,22.0374,21.6938,0.2969
25.7332,25.3615,24.9191,24.6459,24.8451,2.7543
25.3698,25.4046,24.452,23.5946,23.0224,0.9728
27.2292,26.4444,23.761,22.6016,21.5237,0.9712
25.5906,25.2314,24.7944,24.7257,24.6525,2.3541
25.4682,24.8954,24.3859,24.2713,24.1489,0.0476
27.276,26.8808,26.7637,25.6519,25.0443,1.8394
25.8552,25.4117,24.7644,24.6651,24.2193,2.7686
25.9982,25.5137,24.0622,23.375,22.9047,0.7057
25.54,25.3846,24.9571,24.9644,24.2741,1.2743
25.1764,25.3489,24.0947,23.2971,22.4681,1.083
26.0089,26.0416,25.7006,25.4461,25.0877,0.8473
25.012,24.9817,24.073,23.7306,23.8166,0.5448
26.5448,26.3934,25.0648,24.2157,23.5472,0.7622
25.7436,25.3875,24.5313,24.1346,23.5887,2.0852
25.8991,25.47,24.6481,24.0323,23.5123,1.5534
25.0893,24.8194,24.3564,24.2534,24.2152,2.226
24.0607,23.9722,22.9338,22.7652,22.5111,0.2981
24.0442,23.9865,22.9237,22.2564,21.8942,0.7305
24.8596,24.7989,24.3395,23.7666,23.3991,0.7914
24.9938,24.8766,24.1255,23.7228,23.6502,0.676
25.9258,25.2546,24.5083,24.4567,24.4853,2.9202
26.2371,25.7104,25.3517,25.1683,24.8123,1.1334
24.9568,24.6303,23.3888,23.0518,22.7653,0.4715
25.5561,25.3603,25.0542,25.0349,25.0861,2.559
25.205,25.0991,24.6201,24.3173,23.6561,1.254
25.0202,25.087,24.5017,23.8956,23.1147,1.1483
25.5034,25.1209,23.2809,22.8178,22.4053,0.3078
24.2508,24.1521,22.8947,22.5499,22.28,0.5262
25.8031,25.6198,24.9209,24.4393,23.7574,1.3817
24.7926,24.9028,24.4938,23.902,23.5954,0.9252
26.0278,25.8558,25.5493,24.9336,24.5486,0.858
25.2352,25.2179,24.8689,24.593,24.4557,1.3949
24.819,24.7595,23.7555,23.4958,23.266,0.4429
25.5059,25.4887,24.7478,24.2115,23.8852,0.7382
25.8207,25.696,24.8332,24.5906,24.4656,0.5385
24.9163,24.8294,23.8203,23.4476,23.266,0.558
25.7598,25.2363,24.8694,24.7376,24.6733,2.3332
26.9114,26.8258,26.1295,25.8154,25.4465,2.8832
25.8032,25.7319,25.0931,24.7758,24.5151,0.6514
25.4232,25.39,24.6669,24.1302,23.8609,0.7488
25.305,25.2388,24.2942,23.7466,23.3805,0.6404
24.639,24.6025,24.2514,23.9645,23.3894,1.1109
25.4813,25.6116,24.674,24.1055,23.2385,1.1162
25.1972,25.3004,24.6239,23.983,23.4398,1.0644
25.2604,25.0383,24.4694,23.9485,23.4091,1.8018
26.0983,25.5949,24.7397,23.9378,23.1678,1.4575
25.0463,24.7101,24.3334,24.0461,23.7419,1.9161
25.2207,25.0388,24.2394,24.1134,23.9894,0.2547
25.2544,24.9266,23.9204,23.8731,23.6009,0.2937
25.463,24.8338,24.0115,23.9577,23.9664,2.98
24.896,24.5955,24.2568,23.9349,23.8254,2.1416
25.8127,25.5696,25.3161,25.1401,24.7015,2.2431
25.6561,25.128,24.3368,24.2401,23.5937,2.2212
25.0943,24.9102,24.6064,24.3623,24.1241,1.7751
26.0467,25.4409,24.1934,23.4941,23.1429,0.7276
25.0553,25.1861,24.0822,24.0451,23.919,0.3441
25.5754,25.4247,25.1863,25.1559,25.328,2.3419
26.1826,25.8504,24.663,24.3515,24.1852,0.4393
25.2141,25.0737,23.8987,23.4639,23.128,0.6196
25.0198,24.9385,23.9645,23.7839,23.5617,0.4298
24.7018,24.5174,23.4488,23.177,22.9114,0.4617
25.8515,25.6497,24.2087,23.1789,22.346,0.9122
25.8214,25.3138,24.2755,24.0927,23.9086,0.1827
26.4856,26.2407,24.9999,25.1224,24.9263,0.3147
25.0453,25.1787,24.906,24.375,24.2159,1.0661
24.7041,24.5213,24.0744,23.7443,23.1125,1.6316
24.36,24.2187,23.8339,23.6205,23.3909,1.7097
25.7197,25.4527,24.3806,24.349,24.0879,0.3135
24.4315,24.5007,24.1759,23.9411,23.4044,1.1628
25.5465,25.6732,25.4007,25.5739,25.2439,1.8234
26.1392,26.1391,25.4592,25.0402,24.6043,0.8086
25.0015,24.7472,24.4637,24.4358,24.2448,2.251
24.7572,24.6521,23.5477,23.1712,22.9344,0.5638
26.3115,26.1371,25.4849,24.762,23.9194,1.3979
24.9367,25.071,24.904,24.4983,24.1655,0.8671
26.165,25.8964,24.9307,24.3232,24.1461,0.7219
24.767,24.6772,24.445,24.2467,23.6465,1.3144
25.3603,25.3345,24.9148,24.6594,24.6406,1.8501
27.0076,26.8171,25.3596,25.093,25.0313,3.2125
25.0104,24.9286,24.7744,24.6807,24.1403,1.3124
24.2648,24.1486,23.817,23.5413,23.4738,1.6706
25.2314,25.0298,24.0171,23.5717,23.3933,0.5324
25.0852,25.2984,24.9866,24.3429,23.9457,0.9787
25.4127,25.5028,24.8938,24.1327,23.7446,0.8746
27.2008,26.0037,25.4386,25.1801,24.5617,2.3231
25.5511,25.1215,23.5553,23.1822,22.9584,0.3585
23.7124,23.5418,22.3474,22.2031,21.8931,0.3683
24.7637,24.5117,22.8904,22.2849,21.8513,0.516
25.222,25.1242,24.3922,23.9376,23.8928,0.6569
24.3013,24.2777,23.1576,22.649,22.3949,0.6341
25.1657,25.2104,24.7775,24.6329,24.1134,1.2241
24.7834,24.805,24.2936,23.6298,23.3158,0.8274
24.6612,24.5036,24.1508,23.9808,23.4172,1.3515
24.8129,24.5863,23.2549,23.0032,22.7367,0.4158
25.3054,25.1959,24.4542,23.8832,23.5799,0.7985
25.1832,25.0109,24.5355,23.8349,23.4345,0.9499
25.2318,24.9822,24.3766,24.0891,23.4547,1.2542
27.4874,27.0509,25.7799,25.0075,23.8257,1.2574
24.009,24.0295,23.4662,22.7636,22.4312,0.8572
25.4614,25.3682,25.2014,24.8647,24.6192,1.511
25.8581,26.0236,25.5985,25.2399,24.8184,1.3172
27.1352,26.9938,26.2251,26.1044,25.7524,2.149
25.1557,25.1683,24.4368,23.6458,23.2991,0.8615
25.0491,24.9682,23.7217,23.5605,23.3387,0.3595
25.1694,25.1046,24.4164,23.8362,23.6161,0.7418
25.0186,24.8457,24.4172,24.1391,23.6316,1.4064
26.8316,26.3115,25.5897,25.0989,24.2589,2.2216
24.8126,24.6554,23.6242,23.2649,23.1125,0.5427
25.6195,25.5613,25.2479,24.9447,24.5334,0.9953
25.2704,25.2819,24.3236,24.1233,23.8929,0.5547
25.1153,25.1361,24.4969,23.9118,23.7468,0.7096
25.7611,25.7799,25.009,24.4279,24.3766,0.6604
26.9929,26.4966,25.3092,24.8716,24.691,2.9467
25.0908,24.9474,24.6134,24.4291,24.2447,2.1561
25.4309,24.9046,24.1297,24.116,24.0387,2.835
24.585,24.641,23.7362,23.4489,23.3382,0.5405
24.6559,24.7775,24.0294,23.5747,23.3092,0.7297
25.7371,25.6835,25.3608,25.1224,24.4142,1.2289
25.1365,25.2715,24.914,24.8264,24.1982,1.1721
